event_id,user_id,timestamp,channel,spend
imp_0_153,user_24917db1,2024-01-06 01:37:00,search,1.5
imp_0_154,user_83adc922,2024-01-03 18:33:00,linear_tv,0.02
imp_0_155,user_9766527f,2024-01-01 23:14:00,ctv,0.025
imp_0_156,user_bf62768c,2024-01-02 18:16:00,linear_tv,0.02
imp_0_157,user_3988c7f8,2024-01-01 09:16:00,social,0.85
imp_0_158,user_a3f390d8,2024-01-02 05:52:00,ctv,0.025
imp_0_159,user_7bc1ec1d,2024-01-03 10:47:00,ctv,0.025
imp_0_160,user_697e382c,2024-01-01 22:54:00,ctv,0.025
imp_0_161,user_008bd5ad,2024-01-06 15:07:00,linear_tv,0.02
imp_0_162,user_f3144cef,2024-01-01 02:31:00,ctv,0.025
imp_0_163,user_92cc2275,2024-01-02 18:18:00,linear_tv,0.02
imp_0_164,user_1baff70e,2024-01-04 09:21:00,search,1.5
imp_0_165,user_dc16622d,2024-01-04 13:33:00,ctv,0.025
imp_0_166,user_a63fc8c5,2024-01-05 08:25:00,ctv,0.025
imp_0_167,user_4588e674,2024-01-06 14:55:00,search,1.5
imp_0_168,user_67c6a1e7,2024-01-05 16:25:00,search,1.5
imp_0_169,user_9afefc52,2024-01-01 02:51:00,search,1.5
imp_0_170,user_4c27cea8,2024-01-06 13:25:00,ctv,0.025
imp_0_171,user_a0128693,2024-01-02 12:25:00,search,1.5
imp_0_172,user_9cb67ffb,2024-01-03 06:02:00,ctv,0.025
imp_0_173,user_a6ea8471,2024-01-07 12:17:00,search,1.5
imp_0_174,user_dea9ddb2,2024-01-07 22:36:00,linear_tv,0.02
imp_0_175,user_cd89fef7,2024-01-01 16:38:00,ctv,0.025
imp_0_176,user_3def184a,2024-01-04 16:12:00,ctv,0.025
imp_0_177,user_f3173935,2024-01-02 02:40:00,linear_tv,0.02
imp_0_178,user_697e382c,2024-01-04 14:21:00,linear_tv,0.02
imp_0_179,user_73f490f3,2024-01-05 05:51:00,linear_tv,0.02
imp_0_180,user_7283518d,2024-01-03 23:58:00,linear_tv,0.02
imp_0_181,user_f29b38f1,2024-01-05 21:20:00,social,0.85
imp_0_182,user_e60e81c4,2024-01-04 10:29:00,ctv,0.025
imp_0_183,user_884d7996,2024-01-07 02:50:00,ctv,0.025
imp_0_184,user_74db120f,2024-01-04 23:30:00,ctv,0.025
imp_0_185,user_ab817c93,2024-01-04 10:03:00,search,1.5
imp_0_186,user_eb160de1,2024-01-01 23:37:00,ctv,0.025
imp_0_187,user_c913303f,2024-01-02 14:10:00,linear_tv,0.02
imp_0_188,user_4dcae38e,2024-01-05 11:04:00,linear_tv,0.02
imp_0_189,user_f7f580e1,2024-01-04 18:19:00,ctv,0.025
imp_0_190,user_7f6ffaa6,2024-01-04 14:00:00,linear_tv,0.02
imp_0_191,user_8d3bba74,2024-01-06 04:10:00,linear_tv,0.02
imp_0_192,user_c92a1032,2024-01-03 00:05:00,social,0.85
imp_0_193,user_45c48cce,2024-01-05 22:09:00,ctv,0.025
imp_0_194,user_f8c0c968,2024-01-02 19:00:00,social,0.85
imp_0_195,user_6ee69d37,2024-01-01 08:10:00,ctv,0.025
imp_0_196,user_2557911c,2024-01-03 16:04:00,linear_tv,0.02
imp_0_197,user_577ef115,2024-01-02 13:52:00,search,1.5
imp_0_198,user_884d7996,2024-01-02 11:34:00,linear_tv,0.02
imp_0_199,user_1ee3dfcd,2024-01-06 07:10:00,ctv,0.025
imp_0_200,user_68d30981,2024-01-04 02:20:00,search,1.5
imp_0_201,user_28dd2c79,2024-01-02 03:24:00,ctv,0.025
imp_0_202,user_4e62e752,2024-01-02 07:07:00,search,1.5
imp_0_203,user_57bafb2c,2024-01-01 22:14:00,linear_tv,0.02
imp_0_204,user_14ea0d5b,2024-01-01 14:54:00,linear_tv,0.02
imp_0_205,user_e2a2dcc3,2024-01-03 06:50:00,linear_tv,0.02
imp_0_206,user_3cf25597,2024-01-03 07:41:00,linear_tv,0.02
imp_0_207,user_e4873aa9,2024-01-05 00:51:00,ctv,0.025
imp_0_208,user_ccc0aa1b,2024-01-04 05:56:00,linear_tv,0.02
imp_0_209,user_a3d68b46,2024-01-01 03:21:00,ctv,0.025
imp_0_210,user_f3f27a32,2024-01-03 09:32:00,linear_tv,0.02
imp_0_211,user_52d2752b,2024-01-07 14:35:00,ctv,0.025
imp_0_212,user_2d405b36,2024-01-05 07:04:00,linear_tv,0.02
imp_0_213,user_0a65e195,2024-01-04 12:01:00,linear_tv,0.02
imp_0_214,user_378a063b,2024-01-04 10:26:00,ctv,0.025
imp_0_215,user_d3d94468,2024-01-06 09:39:00,ctv,0.025
imp_0_216,user_60815949,2024-01-07 14:25:00,linear_tv,0.02
imp_0_217,user_24e27b86,2024-01-02 12:39:00,social,0.85
imp_0_218,user_d93ed5b6,2024-01-01 14:39:00,linear_tv,0.02
imp_0_219,user_82cec960,2024-01-04 04:55:00,search,1.5
imp_0_220,user_069059b7,2024-01-02 16:27:00,ctv,0.025
imp_0_221,user_5bce843d,2024-01-06 18:28:00,linear_tv,0.02
imp_0_222,user_411ae1bf,2024-01-01 13:36:00,ctv,0.025
imp_0_223,user_c1fea270,2024-01-04 21:22:00,social,0.85
imp_0_224,user_49ad23d1,2024-01-06 22:50:00,social,0.85
imp_0_225,user_28e209b6,2024-01-01 09:51:00,linear_tv,0.02
imp_0_226,user_90794e3b,2024-01-03 19:24:00,search,1.5
imp_0_227,user_dc912a25,2024-01-07 17:26:00,search,1.5
imp_0_228,user_74bba227,2024-01-03 11:58:00,linear_tv,0.02
imp_0_229,user_8757150d,2024-01-01 06:51:00,ctv,0.025
imp_0_230,user_44a2e080,2024-01-01 16:28:00,linear_tv,0.02
imp_0_231,user_3a066bda,2024-01-02 17:20:00,linear_tv,0.02
imp_0_232,user_362e80d4,2024-01-04 08:48:00,linear_tv,0.02
imp_0_233,user_3dd48ab3,2024-01-04 07:48:00,linear_tv,0.02
imp_0_234,user_ba1b3eba,2024-01-05 22:50:00,ctv,0.025
imp_0_235,user_c8ed21db,2024-01-06 16:44:00,ctv,0.025
imp_0_236,user_0ae3f79a,2024-01-01 13:50:00,linear_tv,0.02
imp_0_237,user_bd686fd6,2024-01-06 16:49:00,linear_tv,0.02
imp_0_238,user_c8c41c4a,2024-01-07 03:00:00,linear_tv,0.02
imp_0_239,user_a684ecee,2024-01-07 02:31:00,ctv,0.025
imp_0_240,user_d54e99a6,2024-01-02 00:22:00,ctv,0.025
imp_0_241,user_14cfdb59,2024-01-02 06:28:00,social,0.85
imp_0_242,user_950a4152,2024-01-07 02:23:00,linear_tv,0.02
imp_0_243,user_d2541440,2024-01-05 07:53:00,ctv,0.025
imp_0_244,user_4079016d,2024-01-02 02:31:00,ctv,0.025
imp_0_245,user_7bb06076,2024-01-06 10:15:00,social,0.85
imp_0_246,user_fa7cdfad,2024-01-06 20:13:00,linear_tv,0.02
imp_0_247,user_2f885d0f,2024-01-02 06:09:00,ctv,0.025
imp_0_248,user_6832a7b2,2024-01-05 18:47:00,ctv,0.025
imp_0_249,user_7bd28f15,2024-01-05 17:01:00,ctv,0.025
imp_0_250,user_f22e4747,2024-01-03 09:01:00,social,0.85
imp_0_251,user_1543843a,2024-01-04 04:36:00,linear_tv,0.02
imp_0_252,user_d2cdf047,2024-01-01 01:52:00,linear_tv,0.02
imp_0_253,user_df12ecd0,2024-01-02 21:43:00,ctv,0.025
imp_0_254,user_c6335734,2024-01-06 22:31:00,ctv,0.025
imp_0_255,user_cf67355a,2024-01-02 12:24:00,linear_tv,0.02
imp_0_256,user_8b6a80c3,2024-01-06 10:45:00,ctv,0.025
imp_0_257,user_15d4e891,2024-01-05 12:33:00,social,0.85
imp_0_258,user_ad61ab14,2024-01-06 17:20:00,ctv,0.025
imp_0_259,user_d645920e,2024-01-06 01:16:00,search,1.5
imp_0_260,user_9701a1c1,2024-01-04 22:52:00,linear_tv,0.02
imp_0_261,user_1f4fe6a4,2024-01-01 05:26:00,ctv,0.025
imp_0_262,user_88bfcf02,2024-01-05 20:06:00,linear_tv,0.02
imp_0_263,user_b4a52895,2024-01-02 13:01:00,linear_tv,0.02
imp_0_264,user_363763e5,2024-01-01 18:52:00,ctv,0.025
imp_0_265,user_da8ce53c,2024-01-05 20:10:00,linear_tv,0.02
imp_0_266,user_47a65822,2024-01-03 06:39:00,ctv,0.025
imp_0_267,user_e2ef524f,2024-01-07 14:23:00,linear_tv,0.02
imp_0_268,user_4ba3c163,2024-01-01 03:46:00,social,0.85
imp_0_269,user_17ed8abe,2024-01-04 10:16:00,ctv,0.025
imp_0_270,user_bac9162b,2024-01-03 01:08:00,linear_tv,0.02
imp_0_271,user_471c75ee,2024-01-01 08:39:00,search,1.5
imp_0_272,user_a9078e86,2024-01-05 10:39:00,linear_tv,0.02
imp_0_273,user_cd89fef7,2024-01-03 02:49:00,linear_tv,0.02
imp_0_274,user_a4a042cf,2024-01-03 05:33:00,search,1.5
imp_0_275,user_1c54985e,2024-01-04 16:16:00,ctv,0.025
imp_0_276,user_db191505,2024-01-07 11:15:00,social,0.85
imp_0_277,user_0533a888,2024-01-07 20:16:00,search,1.5
imp_0_278,user_e139c454,2024-01-06 07:24:00,linear_tv,0.02
imp_0_279,user_71f6278d,2024-01-07 08:44:00,social,0.85
imp_0_280,user_f1c15925,2024-01-07 16:22:00,linear_tv,0.02
imp_0_281,user_077e29b1,2024-01-07 13:14:00,linear_tv,0.02
imp_0_282,user_42a0e188,2024-01-03 15:07:00,linear_tv,0.02
imp_0_283,user_0d3180d6,2024-01-05 17:30:00,social,0.85
imp_0_284,user_4daa3db3,2024-01-03 17:58:00,search,1.5
imp_0_285,user_2812e5cf,2024-01-06 23:34:00,search,1.5
imp_0_286,user_3a15c7d0,2024-01-03 04:42:00,linear_tv,0.02
imp_0_287,user_4c5bde74,2024-01-07 11:38:00,ctv,0.025
imp_0_288,user_f3bd5ad5,2024-01-06 12:17:00,ctv,0.025
imp_0_289,user_55a7cf9c,2024-01-02 11:01:00,linear_tv,0.02
imp_0_290,user_647bba34,2024-01-06 22:12:00,ctv,0.025
imp_0_291,user_6ba3af5d,2024-01-03 06:45:00,linear_tv,0.02
imp_0_292,user_2ba59664,2024-01-01 20:43:00,linear_tv,0.02
imp_0_293,user_21be9a4b,2024-01-07 09:29:00,linear_tv,0.02
imp_0_294,user_04025959,2024-01-05 00:29:00,linear_tv,0.02
imp_0_295,user_a3fb4fbf,2024-01-06 17:03:00,ctv,0.025
imp_0_296,user_17000029,2024-01-01 15:00:00,linear_tv,0.02
imp_0_297,user_c5b2cebf,2024-01-01 14:48:00,social,0.85
imp_0_298,user_1ce927f8,2024-01-04 04:36:00,linear_tv,0.02
imp_0_299,user_1ecfb463,2024-01-07 23:45:00,ctv,0.025
imp_0_300,user_4f16c818,2024-01-05 01:24:00,linear_tv,0.02
imp_0_301,user_b7ee6f5f,2024-01-03 07:19:00,linear_tv,0.02
imp_0_302,user_ff49cc40,2024-01-05 18:44:00,search,1.5
imp_0_303,user_d1c38a09,2024-01-01 08:48:00,ctv,0.025
imp_0_304,user_04df4d43,2024-01-06 04:04:00,social,0.85
imp_0_305,user_0d3180d6,2024-01-01 08:34:00,linear_tv,0.02
imp_0_306,user_7dd0240c,2024-01-05 09:34:00,linear_tv,0.02
imp_0_307,user_05546b0e,2024-01-01 23:02:00,search,1.5
imp_0_308,user_a8e864d0,2024-01-05 14:24:00,search,1.5
imp_0_309,user_1e913e1b,2024-01-05 01:10:00,linear_tv,0.02
imp_0_310,user_df6d2338,2024-01-05 08:02:00,search,1.5
imp_0_311,user_b8c27b7a,2024-01-02 08:14:00,social,0.85
imp_0_312,user_309928d4,2024-01-03 01:23:00,linear_tv,0.02
imp_0_313,user_a5bfc9e0,2024-01-03 04:47:00,ctv,0.025
imp_0_314,user_49ae49a2,2024-01-05 15:12:00,linear_tv,0.02
imp_0_315,user_c22abfa3,2024-01-01 17:39:00,search,1.5
imp_0_316,user_5b8add2a,2024-01-05 18:57:00,search,1.5
imp_0_317,user_68148596,2024-01-03 12:44:00,linear_tv,0.02
imp_0_318,user_3b8a6142,2024-01-03 15:39:00,linear_tv,0.02
imp_0_319,user_a588a619,2024-01-05 10:44:00,ctv,0.025
imp_0_320,user_9a3d4583,2024-01-04 05:59:00,linear_tv,0.02
imp_0_321,user_11b921ef,2024-01-02 18:30:00,ctv,0.025
imp_0_322,user_a6ea8471,2024-01-05 06:30:00,search,1.5
imp_0_323,user_daca4121,2024-01-05 11:38:00,ctv,0.025
imp_0_324,user_35464c84,2024-01-06 16:40:00,ctv,0.025
imp_0_325,user_afd48367,2024-01-05 02:47:00,linear_tv,0.02
imp_0_326,user_cf059682,2024-01-07 09:40:00,ctv,0.025
imp_0_327,user_1f3202d8,2024-01-04 14:29:00,social,0.85
imp_0_328,user_20f07591,2024-01-04 19:31:00,search,1.5
imp_0_329,user_d5cfead9,2024-01-01 11:21:00,search,1.5
imp_0_330,user_0efe3284,2024-01-01 21:25:00,linear_tv,0.02
imp_0_331,user_d6288499,2024-01-02 13:46:00,ctv,0.025
imp_0_332,user_06997f04,2024-01-03 19:11:00,social,0.85
imp_0_333,user_c8fbbc86,2024-01-01 05:46:00,ctv,0.025
imp_0_334,user_8b16ebc0,2024-01-07 01:45:00,linear_tv,0.02
imp_0_335,user_2b8a6159,2024-01-01 02:12:00,linear_tv,0.02
imp_0_336,user_704afe07,2024-01-05 10:51:00,search,1.5
imp_0_337,user_5a142a55,2024-01-06 19:21:00,search,1.5
imp_0_338,user_9908279e,2024-01-05 14:15:00,ctv,0.025
imp_0_339,user_fe9fc289,2024-01-06 18:56:00,search,1.5
imp_0_340,user_cb8acb1d,2024-01-01 05:14:00,linear_tv,0.02
imp_0_341,user_6ae07dcb,2024-01-01 23:11:00,linear_tv,0.02
imp_0_342,user_c2ba1bc5,2024-01-03 07:59:00,linear_tv,0.02
imp_0_343,user_11d0e628,2024-01-05 20:07:00,ctv,0.025
imp_0_344,user_52d080a3,2024-01-02 19:06:00,search,1.5
imp_0_345,user_0f840be9,2024-01-04 20:23:00,linear_tv,0.02
imp_0_346,user_85422afb,2024-01-01 13:06:00,social,0.85
imp_0_347,user_68a83eeb,2024-01-04 03:08:00,ctv,0.025
imp_0_348,user_08fe2621,2024-01-04 21:53:00,ctv,0.025
imp_0_349,user_0fe47339,2024-01-03 12:16:00,ctv,0.025
imp_0_350,user_4734ba6f,2024-01-06 17:45:00,ctv,0.025
imp_0_351,user_9766527f,2024-01-03 12:24:00,social,0.85
imp_0_352,user_38b3eff8,2024-01-01 07:10:00,search,1.5
imp_0_353,user_b59c67bf,2024-01-01 16:11:00,linear_tv,0.02
imp_0_354,user_e721a54a,2024-01-07 15:53:00,social,0.85
imp_0_355,user_07c5807d,2024-01-02 00:01:00,linear_tv,0.02
imp_0_356,user_db29450c,2024-01-05 00:12:00,linear_tv,0.02
imp_0_357,user_da0d1111,2024-01-07 01:37:00,ctv,0.025
imp_0_358,user_52d080a3,2024-01-02 17:14:00,linear_tv,0.02
imp_0_359,user_704afe07,2024-01-04 16:39:00,ctv,0.025
imp_0_360,user_8c249675,2024-01-03 05:08:00,linear_tv,0.02
imp_0_361,user_cd0f74b5,2024-01-01 17:11:00,social,0.85
imp_0_362,user_464d828b,2024-01-04 19:46:00,search,1.5
imp_0_363,user_955cb567,2024-01-03 19:15:00,search,1.5
imp_0_364,user_3c59dc04,2024-01-02 02:40:00,linear_tv,0.02
imp_0_365,user_c51ce410,2024-01-03 17:53:00,ctv,0.025
imp_0_366,user_3a20f62a,2024-01-05 18:57:00,linear_tv,0.02
imp_0_367,user_b056eb15,2024-01-04 12:07:00,ctv,0.025
imp_0_368,user_ea204361,2024-01-07 18:43:00,search,1.5
imp_0_369,user_3a066bda,2024-01-05 23:40:00,linear_tv,0.02
imp_0_370,user_70ece1e1,2024-01-03 02:28:00,linear_tv,0.02
imp_0_371,user_4122cb13,2024-01-01 06:11:00,linear_tv,0.02
imp_0_372,user_54e36c5f,2024-01-07 23:19:00,ctv,0.025
imp_0_373,user_4fa7c625,2024-01-06 19:59:00,linear_tv,0.02
imp_0_374,user_a51c896c,2024-01-03 08:35:00,ctv,0.025
imp_0_375,user_748ba69d,2024-01-04 01:14:00,ctv,0.025
imp_0_376,user_8d9fc230,2024-01-07 09:50:00,social,0.85
imp_0_377,user_e0040614,2024-01-05 11:02:00,linear_tv,0.02
imp_0_378,user_814a9c18,2024-01-07 00:34:00,linear_tv,0.02
imp_0_379,user_0d73a250,2024-01-06 22:41:00,search,1.5
