,week,ctv_spend,linear_tv_spend,search_spend,social_spend,conversions,ctv_spend_saturated,social_spend_saturated,search_spend_saturated,linear_tv_spend_saturated,ctv_spend_contribution,social_spend_contribution,search_spend_contribution,linear_tv_spend_contribution
31,2024-08-11,254914.05995357604,263135.74758173176,47870.32659258571,33748.707023722025,5765.89299386171,0.10035424657703602,0.006543563046684853,0.0068441672227890285,0.11684093198624539,1403.9192678630736,1403.83362947844,1403.3010185990654,1402.748791019181
32,2024-08-18,249098.29787245547,246722.2484666007,39103.04831536344,32346.121152784417,5571.32480572108,0.09868941392008265,0.006264368452398527,0.005488015401134667,0.11188653440209463,1403.9192671875285,1403.8336087585417,1403.3009494086964,1402.748789507624
33,2024-08-25,231429.54737731337,241107.42421947443,40003.21571850211,34674.414047204205,5504.391945713994,0.0935453460697447,0.006727961849778508,0.005626153466683097,0.1101607346640983,1403.919264867939,1403.833642000579,1403.3009583028581,1402.7487889297222
34,2024-09-01,241971.75797241947,252686.5454809279,45423.06537880603,27305.91361966986,5609.765248075391,0.09663048474924436,0.00526330533934643,0.006463315911894697,0.11370218579709135,1403.919266303374,1403.833511244578,1403.3010026520828,1402.7487900858766
35,2024-09-08,223344.82389838257,231094.42762954076,48961.761265306006,23951.317183829065,5548.644757696651,0.09114632575623877,0.004599321990300218,0.007014550080478424,0.10704193573953585,1403.9192636499063,1403.8334163532063,1403.3010250667821,1402.748787809435
36,2024-09-15,227810.6583692626,237778.4581319327,35026.70615126277,25624.26403383658,5254.151761666411,0.09247511743470038,0.004930195088552716,0.004866004163390915,0.10912977943666785,1403.9192643362228,1403.8334676060979,1403.3009017353606,1402.7487885705905
37,2024-09-22,204480.87981941868,254197.93453679443,36579.53624771613,28708.435861604077,5343.35796043291,0.08543057055466378,0.0055414872951606775,0.0051022459774031186,0.11415946591812476,1403.9192603254337,1403.8335427584773,1403.3009214827753,1402.7487902269359
38,2024-09-29,195833.44929893676,226842.98694574635,37309.44102819754,33366.71811978134,5222.975793308678,0.08275185779842743,0.00646750138762694,0.005213596006247295,0.1057012550145798,1403.9192585266755,1403.8336240536435,1403.3009300521855,1402.7487872953725
39,2024-10-06,206387.03547533893,233785.72186300572,35726.196669973826,41502.2411157993,5267.237311688409,0.086015950054559,0.008090817180097937,0.004972311100915918,0.10788549611425564,1403.919260696453,1403.8337132073807,1403.3009108995195,1402.748788122584
40,2024-10-13,221681.17472734101,238383.8822272316,52309.688003450465,42290.584082883004,5593.332430318139,0.09064899383797402,0.00824844651198405,0.007539126639708053,0.10931770933933457,1403.9192633852738,1403.833719589602,1403.3010428057523,1402.748788636856
41,2024-10-20,226532.26852682853,249583.10487269436,47958.415971753624,37490.583795783554,5477.085467096072,0.09209565756794487,0.007289522682225656,0.006857906884826061,0.11275966531472457,1403.9192641432483,1403.8336753560416,1403.301019134903,1402.7487897893861
42,2024-10-27,225519.3674703258,229197.48807313503,33597.70892420715,35709.512214174225,5169.124744752298,0.09179447948279207,0.006934267242669541,0.004649410865547076,0.10644497680182578,1403.9192639883843,1403.833655036159,1403.3008815004323,1402.7487875830689
43,2024-11-03,224438.2298081905,215782.67434612493,45570.54494990468,29641.158030179537,5226.260731376047,0.09147249968008186,0.005726657266895201,0.00648621939808214,0.10216548228626056,1403.919263821136,1403.8335616461243,1403.301003674661,1402.7487858357429
44,2024-11-10,209100.5079607889,234566.9731499825,58855.41187957056,31847.730964967515,5560.639627616678,0.08684615462305013,0.006165220386938662,0.008572543306934268,0.10812963598476846,1403.9192612099118,1403.8336008358199,1403.3010703029277,1402.7487882117757
45,2024-11-17,209595.22686125833,242607.54276329995,54091.59492902814,32068.120463178842,5416.771429516945,0.08699712769371272,0.006209059941460051,0.007819464615209002,0.11062341262746793,1403.9192613017176,1403.8336043777358,1403.3010511281868,1402.7487890874613
46,2024-11-24,213322.79079994472,247727.54367889705,34326.20246528764,35361.054235180476,5110.761112124531,0.0881308482544436,0.006864802758775794,0.004759729641606986,0.11219382146563876,1403.9192619762034,1403.8336507556426,1403.3008920821765,1402.7487896075797
47,2024-12-01,233868.54979588802,252799.34608761172,36644.4099259517,31752.648028329968,5223.724530428298,0.09426338217162708,0.00614630860206927,0.005112134953349471,0.1137363532944599,1403.919265214605,1403.8335992884786,1403.3009222619216,1402.7487900964788
48,2024-12-08,240151.73197894281,244674.75176034248,51546.4681742971,36576.30704105609,5456.40788737331,0.09610126053056765,0.0071071181767901745,0.007419290213502773,0.11125908628670156,1403.9192660669014,1403.8336652382818,1403.3010390173563,1402.7487893008001
49,2024-12-15,220547.7686116404,253099.53110044712,41904.48148789638,44354.05221040903,5324.358947834905,0.09030944378922706,0.008661266484306946,0.005918790200373492,0.11382724917257345,1403.919263202092,1403.833734948221,1403.3009755165133,1402.7487901246343
50,2024-12-22,232989.27815817462,259078.83531178016,46346.17093205381,40067.88481651956,5448.064262091435,0.09400482711024412,0.0078041502446298495,0.006606775757451048,0.11562857591901765,1403.9192650906873,1403.8337007728999,1403.3010089176291,1402.748790668208
51,2024-12-29,234258.50668127686,250795.47916594445,51625.530113947636,41065.8011906761,5511.088546902304,0.09437794339918049,0.008003572856734833,0.0074316973530070855,0.11312843761086674,1403.9192652691866,1403.833709540151,1403.3010394163782,1402.7487899063249
52,2025-01-05,233409.37986779265,281214.0080015064,40964.63546611771,42817.87670316026,5370.959444732734,0.09412840263136082,0.008353906446788274,0.005773986617844186,0.12215056587997163,1403.9192651500402,1403.8337236929647,1403.3009672597968,1402.7487924283641
53,2025-01-12,248697.7807444564,282329.68645504874,44020.37766737782,38151.32136092091,5427.681326671364,0.09857425636034921,0.007421396611359985,0.006245795415796882,0.12247343493768137,1403.9192671395326,1403.833682287774,1403.3009924907246,1402.7487925078472
54,2025-01-19,265177.5779976739,262925.15477328486,24120.774480292013,39684.32949943944,5058.397023830911,0.10325958475032272,0.007727524113438583,0.0032354830752190636,0.11677819181806978,1403.9192689647182,1403.833697254021,1403.3006651464027,1402.7487910013015
55,2025-01-26,275359.82473015005,276344.14838098316,33494.254417896496,39453.1475457436,5220.591339249422,0.10610204069322571,0.0076813452929303345,0.004633761297661706,0.12073483765028667,1403.9192699561117,1403.833695091143,1403.3008799503978,1402.7487920718168
56,2025-02-02,262582.7952336031,263998.08281539363,44067.65589622449,39881.6152276784,5403.158994439819,0.10252894324798273,0.007766935935159611,0.006253117614468781,0.11709762171687706,1403.9192686964648,1403.8336990746984,1403.3009928465701,1402.7487910920158
57,2025-02-09,262246.71788013977,281562.1545030131,39208.04132175619,36278.69288507197,5495.10655444755,0.10243412029283264,0.00704776076095923,0.005504113440303122,0.12225137539542144,1403.9192686612294,1403.8336618049284,1403.3009504727263,1402.748792453253
58,2025-02-16,268975.1422516596,296419.4906644635,57729.412502536536,38448.29542555674,5839.380818852982,0.10432426563931893,0.007480682312845019,0.008394084933771175,0.12650492495776328,1403.919269345567,1403.8336853053113,1403.3010661302794,1402.7487934466076
59,2025-02-23,282549.8274029696,280962.238679048,42747.37127151446,42126.60185230012,5582.115717142085,0.10808609100177215,0.008215654103639633,0.006048891837751308,0.12207763027020062,1403.9192706021981,1403.833718286936,1403.3009825331542,1402.7487924103164
60,2025-03-02,275352.05544507573,297041.360490604,43605.752284842005,48843.68021191829,5712.3687937916,0.10609988658329864,0.009560486898998969,0.006181609062432179,0.1266809356549903,1403.9192699553905,1403.8337628035042,1403.3009893281276,1402.7487934854385
61,2025-03-09,273403.06208703265,298931.1494840769,49986.050537144314,50130.57721334351,5816.7983819702,0.10555880502558217,0.009818464265111133,0.007174737973495258,0.12721483454929589,1403.9192697728197,1403.833769637892,1403.301030813606,1402.748793602179
62,2025-03-16,261056.7774513988,306980.93482428405,60606.234681329195,56585.20284863358,6118.136884045969,0.10209803101125584,0.011113632807002427,0.008850566857023979,0.12947279328308975,1403.9192685355497,1403.8337981123598,1403.301076404278,1402.748794079042
63,2025-03-23,251653.63467423612,325274.590984299,43404.9330338244,45126.683935193054,5787.849120461644,0.09942259212382909,0.008815920647679372,0.006150539667860117,0.13450962843369138,1403.9192674892108,1403.8337402446211,1403.3009877688542,1402.7487950523157
64,2025-03-30,270538.86145374656,307956.01500060665,55678.78648447921,47335.73830795414,5931.964052725323,0.10476108174930168,0.00925832012854157,0.008069802261414986,0.12974453978580736,1403.9192694984706,1403.83375419164,1403.3010579785946,1402.7487941346542
65,2025-04-06,289941.6130101854,292130.1784178229,53123.35039369625,45159.46158477209,5877.746773824563,0.11010649225300204,0.008822482526062178,0.007667040839543354,0.12528652775960228,1403.919271224489,1403.8337404642461,1403.3010466935673,1402.7487931730193
66,2025-04-13,285853.8009492235,279645.4182701261,43750.89069937944,53713.35896605478,5747.964585415853,0.10899155954059407,0.010537140778710853,0.006204071452601998,0.12169570342803628,1403.9192708853764,1403.833786511532,1403.3009904438086,1402.7487923152464
67,2025-04-20,295254.1316904166,273215.21356881066,51698.42760066711,43868.04815425108,5927.03822651233,0.11154674857879397,0.008564007178673031,0.0074431384903062975,0.11981963048249115,1403.9192716475475,1403.8337314951852,1403.3010397829216,1402.7487918341528
68,2025-04-27,294830.6881618216,278455.5360380677,52748.86169189423,38204.91238950886,5890.6211750204675,0.11143230770126238,0.007432094499115132,0.00760814821450385,0.12134993500004533,1403.9192716145326,1403.8336828367044,1403.3010449230303,1402.7487922283542
69,2025-05-04,281839.36630857224,285915.36098027835,46399.10113442942,36693.87025743212,5777.316011378627,0.10789087604392404,0.0071305680350691614,0.006615008960929752,0.12350743314508651,1403.9192705402081,1403.833666575114,1403.3010092673553,1402.748792757958
70,2025-05-11,284952.39106362883,290181.4523000508,49148.812279691105,27568.387597676945,5810.5113978095005,0.10874490995222631,0.005315341267323672,0.007043782318423417,0.1247304377905964,1403.9192708089408,1403.8335174519098,1403.3010261388686,1402.7487930453087
71,2025-05-18,300715.51546305296,299517.8989253034,47052.54064746469,31790.63682761825,5865.387625704774,0.11301727846006134,0.006153864346536182,0.0067167149305506595,0.12738030379455292,1403.9192720628653,1403.8335999080991,1403.3010135030972,1402.7487936380435
72,2025-05-25,290795.11252127343,293540.8331053385,49220.30922200225,32582.013390944965,6028.461863672891,0.1103385410610977,0.006311307243879641,0.007054958263132174,0.12568807699716525,1403.9192712937752,1403.8336124016987,1403.3010265459347,1402.748793264121
73,2025-06-01,301931.01017683226,307909.92815093935,53694.5373206176,37269.916012118134,6143.828755944425,0.11334319030570623,0.007245490148860384,0.007756931615028037,0.1297317042559563,1403.9192721527222,1403.8336729715268,1403.3010493340887,1402.7487941320358
74,2025-06-08,259692.6304407546,292298.1718392225,60861.07198496333,40851.817121180975,6104.499247625232,0.10171206033155653,0.007960803290911842,0.008891087419650988,0.125334391613464,1403.9192683896774,1403.8337077058088,1403.3010772554696,1402.7487931839273
75,2025-06-15,269825.091013095,320907.53672418767,42549.234026642895,49608.101362278074,6080.422098364582,0.1045618081387802,0.009713715165545046,0.0060182891641288525,0.1333188503632219,1403.9192694289545,1403.8337669172734,1403.3009809153282,1402.7487948327885
76,2025-06-22,267652.34935224353,309249.4778085941,59704.74180068937,49214.13982509983,6210.261277416093,0.10395403066767586,0.009634741411711119,0.00870733279310551,0.1301044365292952,1403.9192692144566,1403.833764817361,1403.3010733192161,1402.748794207736
77,2025-06-29,261282.34900599663,281094.1467479012,37659.64608774698,40874.22461236411,5747.998980423693,0.10216178416688103,0.007965281753883675,0.005267088769385216,0.1221158464794571,1403.9192685594853,1403.8337078990337,1403.3009340151664,1402.7487924197774
78,2025-07-06,259895.2984435053,260619.15390450886,41145.164239252525,34812.36134896597,5836.128067007369,0.10176944901345053,0.006755449165798489,0.005801779123111077,0.11608980598847059,1403.9192684114719,1403.8336437946307,1403.3009688828229,1402.7487908031048
79,2025-07-13,232242.98473468245,266694.4587055022,49566.82413415444,38029.89148106189,5884.094955061323,0.09378510978768652,0.0073971577033133265,0.007109142279484832,0.11789799144813823,1403.9192649845793,1403.8336810367198,1403.3010284978034,1402.7487913158934
80,2025-07-20,234293.53550472803,260846.0952356581,48436.22163771906,30647.64954630661,5718.186874979249,0.09438823089974002,0.005926616191857679,0.006932468715595062,0.11615766477850852,1403.9192652740783,1403.8335804085682,1403.301021998491,1402.7487908228084
81,2025-07-27,240679.1909765686,266681.8597974336,40945.51850057937,42980.15298185644,5760.644978879699,0.09625477827725143,0.008386366495889551,0.0057710441638542396,0.11789425960104986,1403.9192661358984,1403.8337249301783,1403.3009670868676,1402.7487913148607
82,2025-08-03,260674.3986384732,267163.2009024335,41452.08979155874,45785.21995062808,5786.397008222752,0.1019899142683961,0.008947769522563397,0.005849054426750841,0.11803678223665526,1403.9192684948553,1403.8337445809295,1403.3009716012523,1402.748791354226
83,2025-08-10,247574.77314201673,260101.5074790366,39859.98155666365,38322.184949879724,5631.415150087297,0.09825101646068776,0.0074555055164384106,0.005604154938824977,0.11593492989862741,1403.9192670039097,1403.8336840311438,1403.3009569215542,1402.7487907579978
84,2025-08-17,234737.9141064106,244816.17784233525,38154.72821992724,28765.508002079932,5554.996125918196,0.09451869269447981,0.005552813818823627,0.005342784661912599,0.1113024948126496,1403.9192653359744,1403.8335439588514,1403.3009394611704,1402.7487893152277
85,2025-08-24,229086.186701025,225012.77895611658,47635.213049043414,38184.54104515259,5745.419374761039,0.09285299874728886,0.007428027920906864,0.006807505925656148,0.10512100205371515,1403.919264526057,1403.8336826282716,1403.3010171566161,1402.7487870664265
86,2025-08-31,241339.86577311013,226929.40418325705,46867.3737585228,35624.17661561366,5567.5382466222245,0.09644690265868201,0.006917254509603163,0.0066878821622693915,0.10572860644370387,1403.919266221784,1403.8336539976824,1403.3010123179574,1402.7487873060666
87,2025-09-07,243886.36969583263,244092.63679530215,38195.36697395822,41512.54676253029,5600.389002971368,0.09718570830154008,0.008092877469653462,0.005349001946732848,0.111080306943084,1403.919266547332,1403.833713292796,1403.3009399002885,1402.7487892411905
88,2025-09-14,233816.59269802348,245591.94469889815,46907.78407088134,30600.616705312714,5553.345870728911,0.09424811325600245,0.005917268994293168,0.0066941737347457845,0.11154042187449724,1403.9192652073152,1403.8335795665266,1403.3010125776084,1402.748789393992
89,2025-09-21,238665.33740588502,227236.06236005967,45936.92373796599,29103.903329630084,5472.561907412892,0.0956680075775685,0.005619981954485449,0.006543144738634061,0.10582563138567463,1403.9192658703903,1403.8335509539816,1403.3010061791535,1402.748787343931
90,2025-09-28,236180.9963067921,235258.44091290838,48126.87462730383,31806.899869318768,5515.651555036039,0.0949417660791287,0.006157099026387339,0.00688418792392063,0.10834544427169993,1403.9192655349498,1403.8336001727864,1403.301020152717,1402.7487882900878
91,2025-10-05,246285.493805152,243267.28317529327,47866.29879445491,32941.303847659576,5529.5236883018715,0.09787927862954621,0.006382813870446587,0.006843539040916373,0.1108265247818082,1403.919266846277,1403.8336178240033,1403.3010185745052,1402.7487891560495
92,2025-10-12,233627.7005736313,230800.12877651353,37297.75520147265,31932.734799638685,5310.708175437026,0.0941925925808645,0.00618212846994096,0.005211811781283425,0.10694945080132169,1403.919265180779,1403.8336022092662,1403.3009299183232,1402.7487877746264
93,2025-10-19,229275.75745605773,236505.1805037034,36208.93328612149,36533.703925479116,5264.430065138732,0.09290909806793218,0.007098620662026851,0.005045782754872577,0.1087339056400414,1403.919264554043,1403.8336647511435,1403.3009169639456,1402.7487884298143
94,2025-10-26,224811.93646645598,239503.74801019067,46083.11006298365,30271.07112970993,5403.495584198767,0.09158385535900854,0.005851784626238702,0.0065658688001585235,0.10966481660677148,1403.919263879177,1403.8335735734477,1403.3010071644198,1402.7487887583045
95,2025-11-02,209676.002016578,226930.14364831126,48090.27605341795,31856.554268275213,5330.919635278175,0.08702176645606556,0.006166975382878695,0.006878477570684112,0.10572884046956352,1403.9192613166551,1403.833600978814,1403.3010199323578,1402.748787306158
96,2025-11-09,221327.4996134982,239040.65921644837,43663.27481132834,34245.63701462469,5322.721781851218,0.0905431021521098,0.006642537925257766,0.006190510796522759,0.1095213604486801,1403.919263328367,1403.8336363070246,1403.300989771426,1402.7487887082586
97,2025-11-16,228968.07722887103,249698.99807174483,43640.20842728033,37225.439458429704,5340.436588364091,0.09281803874418573,0.007236615793900767,0.006186941104744248,0.11279494881956477,1403.9192645085914,1403.8336724865792,1403.300989593842,1402.7487898006273
98,2025-11-23,232240.73105852838,264725.2489926446,52438.656955275736,40399.384140772374,5528.025296063748,0.0937844459098398,0.007870387184131316,0.007559390810355472,0.11731380347952666,1403.9192649842576,1403.8337037461874,1403.3010434321695,1402.7487911529643
99,2025-11-30,231830.5756824875,273770.5381849478,42221.821923823765,32703.46040231803,5399.116615897171,0.09366358702972963,0.0063354760237749035,0.005967746359218344,0.11998238414016896,1403.9192649255724,1403.8336142514263,1403.3009781998048,1402.7487918768393
100,2025-12-07,219367.68042291133,248299.6002365306,46737.36343464488,26928.532063258564,5293.455711567716,0.08995527670288983,0.005188508957891566,0.006667643643819011,0.11236845244525595,1403.9192630088203,1403.8335020503152,1403.301011478741,1402.7487896639987
101,2025-12-14,223206.76943868384,240768.77267663207,44386.21026735576,38191.38630568401,5262.395703107286,0.09110510394960737,0.007429394384291553,0.006302470901145777,0.11005612286150833,1403.919263628136,1403.8336826983414,1403.3009952192601,1402.748788893766
102,2025-12-21,227794.12683476516,255760.06341463624,43232.167820127936,39257.892567042174,5349.012265780154,0.09247021511716398,0.007642346706425115,0.00612382036063002,0.11463091674472824,1403.9192643337449,1403.833693239225,1403.3009864127364,1402.7487903705014
103,2025-12-28,227173.570827355,265901.84413113544,52960.37837796837,35190.25475649916,5505.171937353771,0.09228610474417423,0.006830759084040155,0.007641407451985596,0.11766307163473519,1403.9192642403968,1403.8336486182397,1403.3010459269458,1402.7487912506836
