,week,ctv_spend,linear_tv_spend,search_spend,social_spend,conversions,ctv_spend_normalized,social_spend_normalized,search_spend_normalized,linear_tv_spend_normalized,ctv_spend_adstock,linear_tv_spend_adstock,search_spend_adstock,social_spend_adstock,ctv_spend_saturated,social_spend_saturated,search_spend_saturated,linear_tv_spend_saturated
29,2024-07-28,74108.98975229425,112964.22786537804,35259.25540642942,20620.76474491295,5707.954114978294,0.4412944939089945,0.44775463502166346,0.4448567577427797,0.4648819732607893,75144.70660107979,107233.31481953245,33155.98481623866,19049.018175159636,274.1253483373615,138.01818059646936,182.0878491724219,327.46498258521086
30,2024-08-04,69523.27373843556,93386.26060024774,28942.886721391173,20410.771126840693,5615.646903442938,0.35977236052884787,0.4385270340906669,0.3156494423989145,0.19952568900883533,72640.63978809642,100766.04762838625,31200.340539567787,19820.377249026955,269.5192753553935,140.7848615761899,176.63618128675617,317.43668286508137
31,2024-08-11,98159.74331718108,124866.19116295804,39187.46057616836,16448.38539891281,5765.89299386171,0.8688544941541733,0.26441072252060055,0.525211922143508,0.6261990657443405,85833.14941273163,113426.18170930102,35398.21931886655,18207.298345820294,292.9729499676235,134.93442239036077,188.14414505603554,336.7880367668974
32,2024-08-18,75025.35972952613,93043.630377436,27346.810142512935,16441.64007850372,5571.32480572108,0.45758517464100923,0.26411431768002397,0.2830001813878263,0.19488173994269933,80760.17250248727,103689.49196360701,31515.09774789542,17397.35633146188,284.1833431123071,131.8990384023397,177.52492148398608,322.00852778087574
33,2024-08-25,61827.0751748527,98213.2466792799,31799.172675748236,19790.151267369056,5504.391945713994,0.2229539173622038,0.41125557486429726,0.3740774820557907,0.2649497993223305,71566.3274670506,101431.21258357972,31822.932317997078,18681.485139446024,267.5188357238619,136.6802295119745,178.38983244007233,318.48267234432035
34,2024-09-01,83809.74494116593,112404.83551368018,35883.313576081564,11244.379791495296,5609.765248075391,0.6137487531795984,0.03573478737197379,0.45762245980038074,0.4573000688743271,78057.69984215799,107467.20356133774,34040.21427836287,15012.779709869796,279.38808106674486,122.52664897837448,184.49990319336993,327.8219082998233
35,2024-09-08,58804.68953358359,84752.9593562711,38196.76719248154,11326.384461426189,5548.644757696651,0.1692237420462552,0.03933826054200125,0.5049463488658884,0.08251146031464061,68690.5673357965,96524.16141103346,36317.644138887736,13219.79286337664,262.088853894622,114.97735804660255,190.57188706335396,310.6833780732942
36,2024-09-15,75580.0793524199,103478.83092877342,23567.675993518307,14676.20794682853,5254.151761666411,0.46744665035155547,0.18653718304419117,0.20569440617673895,0.3363185911861223,72468.68800375624,100507.06564727808,30065.539127203912,14013.061221078528,269.20008916000796,118.37677652765566,173.3941727025563,317.02849343123415
37,2024-09-22,49285.65474326504,117356.6166725338,29509.23344966064,17133.18829889635,5343.35796043291,0.0,0.294502531669119,0.32723460215800426,0.5244156294914157,61094.557960820355,109505.21373113676,29941.24392370135,15649.077568440018,247.1731335740605,125.09627319964419,173.03538344425786,330.91571998189625
38,2024-09-29,56704.71180504979,78665.26984255936,28456.67099329935,19715.27392594776,5222.975793308678,0.1318915862905357,0.4079652928464316,0.30570343828843305,0.0,59149.74505896687,94469.57894068789,29347.327158246295,17769.575149918255,243.20720601776353,133.3025699299089,171.31061601151953,307.3590391393881
39,2024-10-06,74962.33483042948,102262.1669326264,27189.195371984017,25526.78108474776,5267.237311688409,0.45646475544913173,0.6633362386938594,0.27977602168878596,0.3198281438976684,67386.67988912911,98865.49812402434,28410.022497643902,21761.34040098489,259.58944487233896,147.51725458733594,168.55272913140237,314.4288442939425
40,2024-10-13,81535.3125825451,103356.80911515444,44152.92939185526,22456.72652166014,5593.332430318139,0.573315246712287,0.5284310039318698,0.6267852987290611,0.3346647292391118,74820.62792663802,101616.12693150695,36511.68406987834,22208.58594497096,273.53359560872593,149.02545401699322,191.0803079071162,318.7728453483875
41,2024-10-20,74919.65406564047,110507.0096080816,34712.537154197045,17416.11602302307,5477.085467096072,0.4557060021836916,0.3069350244016272,0.43367311708738815,0.43157727428350734,75200.59268648592,106601.47552031442,35793.09765427467,19889.558033917183,274.22726466652784,141.03034437282346,189.19063838962717,326.49881396463667
42,2024-10-27,71778.24451601163,84275.53348533128,23183.947777948037,18196.424936654188,5169.124744752298,0.3998598905770081,0.34122358671121983,0.1978448813899783,0.07604051502176633,73806.0143267129,95850.25188184936,29609.40106381231,19123.65770768543,271.67262343989114,138.28831370613148,172.07382445860938,309.596918398503
43,2024-11-03,69964.64590924133,83739.57180971763,38615.36061652027,13381.825740889157,5226.260731376047,0.36761881261396856,0.12965906189823503,0.513509074577064,0.06877618584926869,72193.9265175942,90204.04066155602,34313.71673998407,16312.06443933088,268.6892750326931,127.71869259952076,185.2396197901088,300.33987524395764
44,2024-11-10,56350.788265364696,108767.57537208204,47270.80369461448,18430.697357481506,5560.639627616678,0.12559974398687254,0.35151805388778473,0.6905643762856628,0.4080012921953378,64520.906500079735,100017.21686385194,41038.724568402424,17453.085669381624,254.00965828109713,132.11012705081177,202.5801682505038,316.25498709720284
45,2024-11-17,66066.09120620237,106638.50253371905,39910.353820643795,17232.762232134028,5416.771429516945,0.2983126245442218,0.2988780385415745,0.5399993894457465,0.379144217830115,65584.89971164687,103848.86647389195,40682.62703496367,17419.318178504127,256.0954894402611,131.98226463621592,201.69934812726507,322.2559021552467
46,2024-11-24,69875.04579024849,106985.23330699374,22353.096319094504,20464.270562131933,5110.761112124531,0.3660259549600415,0.4408779219101785,0.1808490263661437,0.38384374502749935,68038.1739470478,105939.7506979834,31634.408063991817,19032.51413566535,260.84128114055835,137.95837827281585,177.8606422567731,325.48387164033704
47,2024-12-01,88864.02566385467,109318.63492054814,29938.48103022335,14908.485019545304,5223.724530428298,0.7036007514216405,0.19674397005098931,0.3360152687510945,0.41547025524968745,78843.05660047197,108163.29398366087,30942.54022823451,17036.590096617518,280.7900578732658,130.52428929750016,175.90491814680598,328.8818845477216
48,2024-12-08,81144.09563693292,96927.10339806708,42564.92386523009,21851.90161173371,5456.40788737331,0.5663604244065915,0.5018536109941157,0.5943011387508005,0.24751764216850256,80351.48225026816,103018.75820606694,36975.66049982086,19541.117100115724,283.46337020904156,139.78954574686807,192.29056269047854,320.9653535914226
49,2024-12-15,56760.52519315305,110201.63350659584,29135.004328327355,27142.946329389353,5324.358947834905,0.13288380352675386,0.7343542441599465,0.3195793903579865,0.4274382609481477,68806.3600765145,107148.6111221176,33207.238863191385,23462.358589554206,262.3096644740992,153.17427522124663,182.22853471174975,327.3356245844891
50,2024-12-22,82743.71308766784,112293.77664807175,37605.6696335556,19169.87562144829,5448.064262091435,0.5947974725757154,0.38399924117036816,0.49285488737852423,0.45579479677370516,76139.99822261641,110269.83079433332,35602.52573943404,21401.098713462063,275.9347716809471,146.2911436603804,188.68631571853334,332.06901510730165
51,2024-12-29,75199.334577577,100323.50395308954,40343.82922388096,21963.639096137907,5511.088546902304,0.460677996072762,0.5067636121864406,0.5488665401636174,0.29355185087398117,76001.3516906125,105786.82078003342,38183.525411320756,21779.735492039206,275.68342657949626,147.57959036411236,195.40605264761058,325.2488597674609
52,2025-01-05,72676.9359963285,135728.2235471108,28861.48669895342,23650.719958555565,5370.959444732734,0.41583629349960094,0.5808978124522547,0.3139843276957425,0.7734211196915222,74659.70347029633,121420.65341880378,33672.98641584947,22820.073278351483,273.2392787838094,151.0631433485729,183.50200657172516,348.4546647970203
53,2025-01-12,89119.79352351761,118701.651884998,35361.93165769179,18438.81715492762,5427.681326671364,0.70814764039313,0.3518748563999805,0.44695709789654675,0.5426459974011234,82282.8334194213,120641.09670005422,34701.83194475146,20711.18598333331,286.8498447261586,143.91381442840472,186.28427723442326,347.33427227967906
54,2025-01-19,95117.2888150211,98049.57383639584,13512.194982984478,21806.786045319503,5058.397023830911,0.814767546558958,0.4998711295907861,0.0,0.26273140673680284,89119.59947817755,109824.37886928189,24177.46444223456,21355.657259314314,298.52905968795994,146.13574942263207,155.49104296464978,331.3976144592503
55,2025-01-26,94858.3543718885,123730.62292989598,29440.59592300115,20983.710239532506,5220.591339249422,0.810164363948876,0.46370329200846766,0.32583055641689307,0.6108077759970849,92407.37319149508,117382.0151350944,26962.529949982276,21262.70623284235,303.9858108390835,145.81737287731647,164.20270993495288,342.61058818299006
56,2025-02-02,74508.71355921695,103430.7722300962,35235.47711932415,21633.211452216314,5403.158994439819,0.44840054613828473,0.4922438640975786,0.4443703503157361,0.33566721213669043,83786.68251081741,110911.72835821431,31282.717123703387,21543.860617317518,289.4592933571445,146.7782702490989,176.8692090888162,333.03412491547215
57,2025-02-09,81710.89254055775,127843.9982142123,28637.398185958944,17490.31134341575,5495.10655444755,0.5764366028348051,0.31019533685214884,0.3094003845145918,0.6665597325918872,83109.19365538092,120002.47435673395,30109.369644675524,19594.621944138653,288.2866518855511,139.98079133987866,173.52051649495377,346.4137329216813
58,2025-02-16,90172.4501350768,133814.73396046957,49138.19304674885,21671.873110853223,5839.380818852982,0.7268611438965472,0.49394274599935645,0.7287635975348165,0.7474860223553308,87038.54982045032,127562.3866231523,39879.98204290972,20729.32069254154,295.0229649034975,143.9768060923062,199.69972970164412,357.1587694893579
59,2025-02-23,98602.31981852942,108648.68855071646,28005.913357489804,24213.936029492525,5582.115717142085,0.8767223561117823,0.6056468176279348,0.2964827631033925,0.40638992137543234,93255.34477285921,118636.3655852313,34088.96720321683,22578.97069643335,305.37738091230534,150.26300508253303,184.63197773738122,344.436301201298
60,2025-03-02,81756.85699608269,133038.61820008603,35203.978277595066,29132.45500153175,5712.3687937916,0.5772537316022051,0.8217778156180556,0.44372601161747477,0.7369666874552483,87866.70975177987,126487.4824662897,34830.02209823981,25984.859376522156,296.4231936805551,161.1981990486313,186.62803138392638,355.65078724261207
61,2025-03-09,85794.2020237214,126479.1091331317,39424.857053865795,26801.88156634784,5816.7983819702,0.6490272515607345,0.7193670766742708,0.5300680923711947,0.6480602688801114,87208.87246527303,127101.23839269632,37332.99609406526,26512.185378576865,295.31148380188847,162.82562875228479,193.2174839243728,356.5126062184847
62,2025-03-16,75157.95640725714,132447.9112430053,48778.777565169454,32874.40631139015,6118.136884045969,0.45994239955748545,0.9862077335725707,0.7214114127933053,0.7289603504801172,81514.91721811215,130421.6793576439,43310.213577219794,29839.030745108437,285.5081736450152,172.73977754156232,208.11106067967603,361.13941817204596
63,2025-03-23,74382.28581967113,147050.71967041097,28771.299764273568,18347.45351271955,5787.849120461644,0.4461529889378265,0.34786012853521114,0.3121394683643551,0.926884217215814,78276.68301349416,139454.64941169304,36190.766807502696,24174.57787319773,279.77970443456786,155.48176058045436,190.23871006580836,373.43627222284266
64,2025-03-30,98676.5962461302,119034.52063768686,47047.39655519714,26593.174777953347,5931.964052725323,0.8780427982890937,0.71019602198902,0.6859943712476191,0.5471576412383473,88911.87719776224,129826.15537920778,41864.38121418588,25501.766018656537,298.1809470736892,159.6927237498833,204.6078718284951,360.3139677825546
65,2025-04-06,105274.88034284988,112425.68263048114,39009.13142713711,23166.71002869176,5877.746773824563,0.9953431707036202,0.5596293066737315,0.5215640301753802,0.4575826269855321,97557.71970452684,121675.20037090573,40640.14529467596,24436.93792159093,312.34231174230433,156.32318421011942,201.59401105855292,348.81972474461037
66,2025-04-13,88092.93414920504,110574.36099017554,32048.1512712383,33188.27856813063,5747.964585415853,0.6898927448386791,1.0,0.3791705754937275,0.43249014293067856,93213.88263177747,116665.01699163037,36511.2435339317,28959.734566067345,305.3094866390127,170.17559920878006,191.0791551528625,341.56261064646753
67,2025-04-20,100840.69854488192,111328.97192245048,42083.98221929562,18158.084515768656,5927.03822651233,0.9165149225362007,0.33953882073258707,0.5844630209956656,0.4427180052175373,97472.07346547296,114540.91759229725,39517.03375713271,23639.40579713324,312.20517847318445,153.7511164093882,198.78891759133032,338.4389421923802
68,2025-04-27,92865.91608820876,120705.89764373492,40123.66702610554,17932.96173600541,5890.6211750204675,0.774743980518465,0.3296464097574257,0.5443629134861327,0.5698111877430957,95578.60290076591,118213.14386687055,40029.550421755164,20865.6820353072,309.1578931561766,144.44958302226837,200.07386241524694,343.82138366726195
69,2025-05-04,80403.74961150266,125702.8377343804,34362.001026597754,19039.333439470924,5777.316011378627,0.5531989928547494,0.37826291846205534,0.4265025679575657,0.6375388244852895,88345.81690818604,122572.1407422848,37374.93511271444,20036.910641306604,297.23024225032356,141.55179490669343,193.32598147355787,350.1030430348825
70,2025-05-11,91997.5412701733,124185.91030675572,38840.21197171178,11295.719879469048,5810.5113978095005,0.7593065291965985,0.03799078852064219,0.5181086224192508,0.6169786600809242,90577.45703089082,123985.76417055597,38310.081790267446,15716.390099546312,300.9608895369809,125.36502741812133,195.72961398385132,352.1161231334856
71,2025-05-18,105536.83247526814,130654.3601940807,35400.47705595115,19141.32331101532,5865.387625704774,1.0,0.3827445872015856,0.447745580595435,0.7046508787400917,98522.64109206056,127958.40391856685,37039.853302214535,17513.711738541853,313.88316471588683,132.3393809058432,192.45740646235086,357.71273938534375
72,2025-05-25,85982.76110429926,118989.05113651404,38600.16610521691,17807.50508563618,6028.461863672891,0.6523793428089607,0.3241335569651638,0.5131982564295862,0.5465413557111212,92631.9493622295,124055.07573041877,38021.266381157824,17739.550521356254,304.3549726260925,133.18990397682646,194.9904263833428,352.2145308337218
73,2025-06-01,104443.31876669424,136979.59280175008,42114.48748905253,22168.867656612583,6143.828755944425,0.9805601633127805,0.5157818255640089,0.5850870352363902,0.7903819558774952,98998.30719038997,131186.57937179538,40287.45686647439,20052.485471019027,314.63996438848955,141.60679881636696,200.7173556682989,362.1968792960472
74,2025-06-08,53419.30566573475,113183.86930912505,48226.72573824757,22922.84160758872,6104.499247625232,0.07348558890915347,0.5489131692488468,0.710118668806367,0.4678589543023424,76444.42550658775,122738.21000081467,44508.539717363514,21589.282348800185,276.4858504636137,146.93291785301273,210.97047119766196,350.3401347274027
75,2025-06-15,93853.51530268912,151393.42521798934,28081.216305168626,30378.525508626044,6080.422098364582,0.7923009322890674,0.8765330099754106,0.2980231563565772,0.9857444753876715,85562.93457950739,137805.4847874947,36441.29013490062,26118.574387519493,292.5114264084523,161.6124202761641,190.8960191698628,371.2216114230079
76,2025-06-22,84128.32090238929,122498.97360535356,51280.37690913878,25523.05821181306,6210.261277416093,0.6194122072452385,0.6631726471234413,0.7725840012563383,0.5941142202343217,85216.69653717989,130750.72592767555,44128.203311221645,25933.962079521545,291.9189896823773,161.04024987412788,210.06714000819272,361.59469842307635
77,2025-06-29,78560.82062106757,101640.2698919598,22275.53301500535,17652.70892835248,5747.998980423693,0.5204364967659504,0.3173314589862897,0.17926239537762995,0.3113990620801453,82235.27053640677,116692.08467706543,33318.01014422912,21871.591389328212,286.76692720117984,147.89047092131463,182.53221672962042,341.6022316628881
78,2025-07-06,82301.12931842603,97514.21902559332,34462.50433475092,15807.92664325821,5836.128067007369,0.5869294814138163,0.23626749672071115,0.4285584584980288,0.2554753029019588,82631.2094426083,107579.579854109,34069.94064032929,18909.836832717203,287.45644790577984,137.51304240950094,184.58044490229534,327.99326190351684
79,2025-07-13,56400.264198131306,116713.88624455534,39228.072833729166,22522.368650868033,5884.094955061323,0.12647929770932667,0.5313154695558818,0.5260426844107446,0.5157041756497395,69764.50415482576,112716.9654141686,36853.5372455108,20815.946222305112,264.12971085212234,144.27732400590577,191.9727513099471,335.73347377669774
80,2025-07-20,76680.18126241863,106110.12661884332,36667.799787600314,13227.89494401398,5718.186874979249,0.4870036081674422,0.12289498983931339,0.4736698696918765,0.371982704708711,73560.5596402174,109931.97129032618,36951.85006572944,17080.560910539723,271.2205000368103,130.69261995437893,192.2286400766791,331.55990603558536
81,2025-07-27,82694.66560795452,117237.61430300924,29945.178564299273,28759.62251672516,5760.644978879699,0.5939255356369547,0.8053947016192139,0.3361522731662142,0.5228026925523261,78492.35792855384,114157.58395462562,33604.644916287776,23047.585444634162,280.16487632919626,151.81431238402445,183.3156974082901,337.8721414301949
82,2025-08-03,95278.48162208652,112869.39713650472,32468.53622226896,25283.13887490351,5786.397008222752,0.8176331364641755,0.6526300415102133,0.3877699485895848,0.4635966544375452,87305.66911707631,114064.93978025136,33205.87765741396,24277.444357813034,295.47532742527983,155.81220862889094,182.22479978700474,337.7350141460778
83,2025-08-10,70513.16248379006,104545.7153696558,30119.42068998297,16837.223015244934,5631.415150087297,0.37737001421835137,0.28149713868605825,0.3397165611934041,0.35077895303701784,79220.43156825882,109816.10956008807,31819.68825270201,20631.974456958887,281.46124345681915,143.63834605340904,178.38073957886263,331.3851378080919
84,2025-08-17,66285.40319166308,93304.89675777138,29118.902012932347,10431.158961140944,5554.996125918196,0.3022114226548244,0.0,0.31925000221635735,0.19842289796727286,73045.2855682978,102016.36555577871,30621.117626376163,15577.808879782668,270.2689134330802,124.8110927753726,174.98890715235683,319.4000086972114
85,2025-08-24,69298.52179930908,83568.47532734141,38899.54244516371,25599.263451407944,5745.419374761039,0.3557768541556789,0.6665212800308976,0.5193222835551125,0.06645717457516177,71477.56197804814,93200.71332636586,34963.14762585988,20702.019769436698,267.3528791280321,143.8819647121789,186.98435128603643,305.2879187363396
86,2025-08-31,85724.03140835257,96872.41087711586,35197.51102497369,18112.102272718832,5567.5382466222245,0.6477798000726405,0.33751825557126935,0.4435937178280325,0.2467763494725119,78978.90376584382,95509.8544041334,35263.84496376427,19487.35343429323,281.0318554289599,139.59711112445424,187.7867007105782,309.0466864474256
87,2025-09-07,78199.82664915206,113404.83241826914,27636.11366646611,24752.78489317627,5600.389002971368,0.5140189605210137,0.6293250718617546,0.28891815950364663,0.4708538489614865,78934.28491145691,105011.40863732397,31594.070726503538,22229.800259714146,280.95246023385687,149.0966138438903,177.74721017924173,324.05463835181246
88,2025-09-14,67516.59376715837,104402.3972145176,38616.9499709415,10496.290759118874,5553.345870728911,0.3240987968420999,0.0028620404999728432,0.5135415863299614,0.3488364442669142,73523.23799861885,105216.98469745467,35306.854535245315,16409.576414673724,271.1516881721721,128.09986890966644,187.90118290006936,324.3716767805948
89,2025-09-21,79760.90542718262,84758.58043700749,34351.83874668354,15403.548942686724,5472.561907412892,0.54177089107557,0.2184982136323855,0.42629468887846783,0.08258764744262438,76993.87694145799,95401.88998253469,35008.453044582995,15974.847856075325,277.4777053052335,126.39164472414829,187.1054596867312,308.8719637366504
90,2025-09-28,74607.87498400745,103270.03676000316,37821.32300329876,18386.954596548658,5515.651555036039,0.4501633790030992,0.3495958967040868,0.49726628169997583,0.3334886321792427,76129.95247421843,99840.5127370146,36612.08390603528,17262.412082092866,275.91656795890026,131.3864988577322,191.34284388509354,315.9754938868117
91,2025-10-05,85023.73988639467,106011.18941242064,36519.901893465285,18584.90296882371,5529.5236883018715,0.6353304336736951,0.35829420192432454,0.47064447792026204,0.3706417274195442,80951.86444374431,103443.79296820493,36756.40332688565,18006.04590237187,284.5204112954716,134.1866085061094,191.7195955735502,321.6267914341169
